id,file_name,label,name_gui,short_code,name_short,collection_1,collection_2,collection_3,meas_rt60,fade_start,low_rt60,f_crossover,order_crossover,version,folder,gdrive_link,alternative_link,ghub_link,description,notes,source_dataset,citation,citation_link,name_short_original,name_src_original
AS-043,AS-043,"Listening Room, 3W","Listening Room, 3W - AS-043",Listening-Rm,Listening-Rm-AS-043,Research Datasets,Low Reverberation,,379,500,Yes,105,9,1.0.5,datasets,,,,"ITU-R BS.1116 conform listening room, 3 reflective walls added ",,A high spatial resolution dataset of spatial room impulse responses for different acoustic room configurations,"L. Treybig, F. Klein, G. Stolzand S. Werner, ‘A high spatial resolution dataset of spatial room impulse responses for different acoustic room configurations’. Zenodo, Jan. 02, 2024. doi: 10.5281/zenodo.10450779.",https://doi.org/10.5281/zenodo.10450779,Listening-Rm-B,listening_room_b
AS-044,AS-044,"Listening Room, 5W","Listening Room, 5W - AS-044",Listening-Rm,Listening-Rm-AS-044,Research Datasets,Low Reverberation,,562,700,Yes,100,9,1.0.5,datasets,,,,"ITU-R BS.1116 conform listening room, 5 reflective walls added ",,A high spatial resolution dataset of spatial room impulse responses for different acoustic room configurations,"L. Treybig, F. Klein, G. Stolzand S. Werner, ‘A high spatial resolution dataset of spatial room impulse responses for different acoustic room configurations’. Zenodo, Jan. 02, 2024. doi: 10.5281/zenodo.10450779.",https://doi.org/10.5281/zenodo.10450779,Listening-Rm-C,listening_room_c
AS-045,AS-045,"Listening Room, 2W","Listening Room, 2W - AS-045",Listening-Rm,Listening-Rm-AS-045,Research Datasets,Low Reverberation,,312,600,Yes,100,9,1.0.5,datasets,,,,"ITU-R BS.1116 conform listening room, 2 reflective walls added ",,A high spatial resolution dataset of spatial room impulse responses for different acoustic room configurations,"L. Treybig, F. Klein, G. Stolzand S. Werner, ‘A high spatial resolution dataset of spatial room impulse responses for different acoustic room configurations’. Zenodo, Jan. 02, 2024. doi: 10.5281/zenodo.10450779.",https://doi.org/10.5281/zenodo.10450779,Listening-Rm-D,listening_room_d
AS-046,AS-046,"Listening Room, 4W","Listening Room, 4W - AS-046",Listening-Rm,Listening-Rm-AS-046,Research Datasets,,,824,900,Yes,100,9,1.0.5,datasets,,,,"ITU-R BS.1116 conform listening room, 4 reflective walls added ",,A high spatial resolution dataset of spatial room impulse responses for different acoustic room configurations,"L. Treybig, F. Klein, G. Stolzand S. Werner, ‘A high spatial resolution dataset of spatial room impulse responses for different acoustic room configurations’. Zenodo, Jan. 02, 2024. doi: 10.5281/zenodo.10450779.",https://doi.org/10.5281/zenodo.10450779,Listening-Rm-E,listening_room_e
AS-047,AS-047,"Listening Room, 8W","Listening Room, 8W - AS-047",Listening-Rm,Listening-Rm-AS-047,Research Datasets,,,771,900,Yes,100,9,1.0.5,datasets,,,,"ITU-R BS.1116 conform listening room, 8 reflective walls added ",,A high spatial resolution dataset of spatial room impulse responses for different acoustic room configurations,"L. Treybig, F. Klein, G. Stolzand S. Werner, ‘A high spatial resolution dataset of spatial room impulse responses for different acoustic room configurations’. Zenodo, Jan. 02, 2024. doi: 10.5281/zenodo.10450779.",https://doi.org/10.5281/zenodo.10450779,Listening-Rm-F,listening_room_f
AS-048,AS-048,"Listening Room, 1W","Listening Room, 1W - AS-048",Listening-Rm,Listening-Rm-AS-048,Research Datasets,Low Reverberation,,233,500,Yes,100,9,1.0.5,datasets,,,,"ITU-R BS.1116 conform listening room, 1 reflective wall added",,A high spatial resolution dataset of spatial room impulse responses for different acoustic room configurations,"L. Treybig, F. Klein, G. Stolzand S. Werner, ‘A high spatial resolution dataset of spatial room impulse responses for different acoustic room configurations’. Zenodo, Jan. 02, 2024. doi: 10.5281/zenodo.10450779.",https://doi.org/10.5281/zenodo.10450779,Listening-Rm-G,listening_room_g
AS-049,AS-049,"Living Room, SOUNDCAM","Living Room, SOUNDCAM - AS-049",Living-Rm,Living-Rm-AS-049,Research Datasets,,,967,0,Yes,100,9,1.0.0,datasets,,,,real Living Room ,,SOUNDCAM Dataset ,"Wang, M., Clarke, S., Wang, J., Gao, R., and Wu, J. (2023). SoundCam: A Dataset for Tasks in Tracking and Identifying Humans from Real Room Acoustics. Stanford Digital Repository. Available at https://purl.stanford.edu/xq364hd5023. ",https://doi.org/10.25740/xq364hd5023,Living-Rm,living_room_a
AS-050,AS-050,"Lobby, ACE corpus","Lobby, ACE corpus - AS-050",Lobby,Lobby-AS-050,Research Datasets,,,735,0,Yes,90,9,1.0.5,datasets,,,,Lobby from the ACE corpus ,,ACE Challenge database,"James Eaton, Nikolay D. Gaubitch, Alastair H. Mooreand Patrick A. Naylor, ‘Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)’. Zenodo, Mar. 02, 2015. doi: 10.5281/zenodo.6257551.",http://www.ee.ic.ac.uk/naylor/ACEweb/,Lobby-A,lobby_a
AS-051,AS-051,"Lobby, ACE corpus","Lobby, ACE corpus - AS-051",Lobby,Lobby-AS-051,Research Datasets,,,859,0,Yes,100,9,1.0.0,datasets,,,,Lobby from the ACE corpus ,,ACE Challenge database,"James Eaton, Nikolay D. Gaubitch, Alastair H. Mooreand Patrick A. Naylor, ‘Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)’. Zenodo, Mar. 02, 2015. doi: 10.5281/zenodo.6257551.",http://www.ee.ic.ac.uk/naylor/ACEweb/,Lobby-B,lobby_b
AS-052,AS-052,"Meeting Room, RWTH Aachen","Meeting Room, RWTH Aachen - AS-052",Meeting-Rm,Meeting-Rm-AS-052,Research Datasets,Low Reverberation,,458,0,Yes,100,9,1.0.0,datasets,,,,Meeting Room at RWTH Aachen University,,The Aachen Impulse Response (AIR) database,"Marco Jeub, Magnus Schäfer, and Peter Vary, A Binaural Room Impulse Response Database for the Evaluation of Dereverberation Algorithms, Proceedings of International Conference on Digital Signal Processing (DSP), July 2009",https://www.iks.rwth-aachen.de/en/research/tools-downloads/databases/aachen-impulse-response-database/,Meeting-Rm,meeting_room_a
AS-053,AS-053,"Office, Aalto University","Office, Aalto University - AS-053",Office,Office-AS-053,Research Datasets,Low Reverberation,,408,520,Yes,125,9,1.0.1,datasets,,,,Office at Aalto University campus ,,A dataset of measured spatial room impulse responses for the transition between coupled rooms,"Thomas McKenzie, Sebastian Schlechtand Ville Pulkki, ‘A dataset of measured spatial room impulse responses for the transition between coupled rooms’. Zenodo, Apr. 20, 2023. doi: 10.5281/zenodo.7848561.",https://doi.org/10.5281/zenodo.7848561,Office-A,office_a
AS-054,AS-054,"Office, Aalto University","Office, Aalto University - AS-054",Office,Office-AS-054,Research Datasets,Low Reverberation,,496,600,Yes,125,9,1.0.1,datasets,,,,Office at Aalto University campus ,,A dataset of measured spatial room impulse responses for the transition between coupled rooms,"Thomas McKenzie, Sebastian Schlechtand Ville Pulkki, ‘A dataset of measured spatial room impulse responses for the transition between coupled rooms’. Zenodo, Apr. 20, 2023. doi: 10.5281/zenodo.7848561.",https://doi.org/10.5281/zenodo.7848561,Office-B,office_b
AS-055,AS-055,Outdoors,Outdoors - AS-055,Outdoors,Outdoors-AS-055,Generalised Spaces,,,1935,0,No,110,9,1.0.2,datasets,,,,Generalised from measurements at various outdoor locations,Derived from multiple datasets,Derived from multiple datasets,,,Outdoors-A,outdoors_a
AS-056,AS-056,Outdoors,Outdoors - AS-056,Outdoors,Outdoors-AS-056,Generalised Spaces,,,1183,0,Yes,100,8,1.0.1,datasets,,,,Generalised from measurements at various outdoor locations,Derived from multiple datasets,Derived from multiple datasets,,,Outdoors-B,outdoors_b
AS-057,AS-057,"Forest, openAIR","Forest, openAIR - AS-057",Forest,Forest-AS-057,openAIR Library,,,1199,0,Yes,100,9,1.0.5,datasets,,,,"Abies Grandis Forest, Wheldrake Wood",,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,Outdoors-C,outdoors_c
AS-058,AS-058,"Studio Live Room, openAIR","Studio Live Room, openAIR - AS-058",Studio,Studio-AS-058,openAIR Library,Low Reverberation,,284,0,Yes,100,9,1.0.5,datasets,,,,Genesis 6 Studio Live Room Drum Set Up,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,Recording-Rm,recording_room_a
AS-059,AS-059,"Recording studio, ANU","Recording studio, ANU - AS-059",Studio,Studio-AS-059,Research Datasets,,,723,900,Yes,115,9,1.0.5,datasets,,,,Recording studio at the Australian National University (ANU) ,,RSoANU: RIR Dataset ,"G. Chesworth, A. Bastineand T. Abhayapala, ‘RSoANU: RIR Dataset’. Zenodo, 2024. doi: 10.5281/zenodo.10720345. ",,Rec-Studio-A,recording_studio_a
AS-060,AS-060,"Recording studio, ANU","Recording studio, ANU - AS-060",Studio,Studio-AS-060,Research Datasets,,,739,900,Yes,100,9,1.0.5,datasets,,,,Recording studio at the Australian National University (ANU) ,,RSoANU: RIR Dataset ,"G. Chesworth, A. Bastineand T. Abhayapala, ‘RSoANU: RIR Dataset’. Zenodo, 2024. doi: 10.5281/zenodo.10720345. ",,Rec-Studio-B,recording_studio_b
AS-061,AS-061,"Seminar Room, Ilmenau ","Seminar Room, Ilmenau  - AS-061",Seminar-Rm,Seminar-Rm-AS-061,Research Datasets,,,839,1100,Yes,115,9,1.0.5,datasets,,,,Seminar Room at Technische Universität Ilmenau ,,A dataset of measured spatial room impulse responses in different rooms including visualization,"F. Klein, ‘A dataset of measured spatial room impulse responses in different rooms including visualization’. Zenodo, May 16, 2022. doi: 10.5281/zenodo.6541444.",,Seminar-Rm-A,seminar_room_a
AS-062,AS-062,"Seminar Room, HOMULA ","Seminar Room, HOMULA  - AS-062",Seminar-Rm,Seminar-Rm-AS-062,Research Datasets,,,710,800,Yes,115,8,1.0.5,datasets,,,,"Schiavoni room located at Dipartimento di Elettronica, Informazione e Bioingegneria of Politecnico di Milano",,HOMULA-RIR,"F. Miotello, ‘HOMULA-RIR: A Room Impulse Response Dataset for Teleconferencing and Spatial Audio Applications Acquired Through Higher-Order Microphones and Uniform Linear Microphone Arrays’. Zenodo, Jan. 10, 2024. doi: 10.5281/zenodo.10479726.",,Seminar-Rm-B,seminar_room_b
AS-063,AS-063,Seminar Room,Seminar Room - AS-063,Seminar-Rm,Seminar-Rm-AS-063,Generalised Spaces,,,705,0,Yes,110,9,1.0.5,datasets,,,,Generalised/Virtual Room,Derived from multiple datasets,Derived from multiple datasets,,,Seminar-Rm-C,seminar_room_c
AS-064,AS-064,Small Room,Small Room - AS-064,Small-Rm,Small-Rm-AS-064,Generalised Spaces,Low Reverberation,,500,0,Yes,100,9,1.0.5,datasets,,,,Generalised/Virtual Room,Derived from multiple datasets,Derived from multiple datasets,,,Small-Rm-A,small_room_a
AS-065,AS-065,Small Room,Small Room - AS-065,Small-Rm,Small-Rm-AS-065,Generalised Spaces,Low Reverberation,,467,0,Yes,110,9,1.0.6,datasets,,,,Generalised/Virtual Room,Derived from multiple datasets,Derived from multiple datasets,,,Small-Rm-B,small_room_b
AS-066,AS-066,Small Room,Small Room - AS-066,Small-Rm,Small-Rm-AS-066,Generalised Spaces,Low Reverberation,,476,0,Yes,110,9,1.0.6,datasets,,,,Generalised/Virtual Room,Derived from multiple datasets,Derived from multiple datasets,,,Small-Rm-C,small_room_c
AS-067,AS-067,"Studio Theatre, openAIR","Studio Theatre, openAIR - AS-067",Studio,Studio-AS-067,openAIR Library,,,920,0,Yes,100,9,1.0.6,datasets,,,,The Dixon Studio Theatre University of York,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,Small-Theatre,small_theatre_a
AS-068,AS-068,"Smoking Room, openAIR","Smoking Room, openAIR - AS-068",Smoking-Rm,Smoking-Rm-AS-068,openAIR Library,,,660,0,Yes,90,9,1.0.6,datasets,,,,Elveden Hall (Suffolk England),,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,Smoking-Rm,smoking_room_a
AS-069,AS-069,"Stairway and Corridor, RWTH","Stairway and Corridor, RWTH - AS-069",Stairway,Stairway-AS-069,Research Datasets,,,876,0,Yes,100,9,1.0.0,datasets,,,,Stairway and Corridor at RWTH Aachen University,,The Aachen Impulse Response (AIR) database,"Marco Jeub, Magnus Schäfer, and Peter Vary, A Binaural Room Impulse Response Database for the Evaluation of Dereverberation Algorithms, Proceedings of International Conference on Digital Signal Processing (DSP), July 2009",https://www.iks.rwth-aachen.de/en/research/tools-downloads/databases/aachen-impulse-response-database/,Stairway,stairway_a
AS-070,AS-070,"Studio Live Room, BBC","Studio Live Room, BBC - AS-070",Studio,Studio-AS-070,Research Datasets,Low Reverberation,,398,550,Yes,115,9,1.0.5,datasets,,,,Studio live room ,Derived from rooms MV4 and MV5,BBC Maida Vale Impulse Response Dataset ,"Gavin Kearney, ‘BBC Maida Vale Impulse Response Dataset’, Acoustics, vol. 4, no. 3. Zenodo, pp. 783–799, Oct. 19, 2023. doi: 10.5281/zenodo.10020866.",,Studio-A,studio_a
AS-071,AS-071,"Studio Live Room, BBC","Studio Live Room, BBC - AS-071",Studio,Studio-AS-071,Research Datasets,Low Reverberation,,351,550,Yes,90,9,1.0.5,datasets,,,,Studio live room ,Derived from rooms MV4 and MV5,BBC Maida Vale Impulse Response Dataset ,"Gavin Kearney, ‘BBC Maida Vale Impulse Response Dataset’, Acoustics, vol. 4, no. 3. Zenodo, pp. 783–799, Oct. 19, 2023. doi: 10.5281/zenodo.10020866.",,Studio-B,studio_b
AS-072,AS-072,"Tatami Room, RWCP","Tatami Room, RWCP - AS-072",Tatami,Tatami-AS-072,Research Datasets,Low Reverberation,,513,700,Yes,120,10,1.0.3,datasets,,,,Japanese Tatami Room,,RWCP Real Environment Speech and Acoustic Database (RWCP-SSD).,"Real World Computing Partnership (2007): RWCP Real Environment Speech and Acoustic Database (RWCP-SSD). Speech Resources Consortium, National Institute of Informatics. (dataset). https://doi.org/10.32130/src.RWCP-SSD",https://doi.org/10.32130/src.RWCP-SSD,Tatami-Rm,tatami_room_a
AS-073,AS-073,"Tennis Court, openAIR","Tennis Court, openAIR - AS-073",Court,Court-AS-073,openAIR Library,,,1432,0,Yes,110,9,1.0.5,datasets,,,,Falkland Palace Royal Tennis Court,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,Tennis-Court-A,tennis_court_a
AS-074,AS-074,"Tennis Court, openAIR","Tennis Court, openAIR - AS-074",Court,Court-AS-074,openAIR Library,,,1273,0,Yes,100,9,1.0.1,datasets,,,,Falkland Palace Royal Tennis Court,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,Tennis-Court-B,tennis_court_b
AS-075,AS-075,"Tennis Court, openAIR","Tennis Court, openAIR - AS-075",Court,Court-AS-075,openAIR Library,,,1345,0,Yes,100,9,1.0.0,datasets,,,,Falkland Palace Royal Tennis Court,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,Tennis-Court-C,tennis_court_c
AS-076,AS-076,"Theatre, Detmold","Theatre, Detmold - AS-076",Theatre,Theatre-AS-076,Research Datasets,,,884,0,Yes,90,9,1.0.7,datasets,,,,"Detmold Sommertheater (theater, ~300 seats).",,Open Database of Spatial Room Impulse Responses at Detmold University of Music,"Sebastia Vicenc Amengual Gari, Banu Sahin, Dusty Eddyand Malte Kob, ‘Open Database of Spatial Room Impulse Responses at Detmold University of Music’. Zenodo, Oct. 21, 2020. doi: 10.5281/zenodo.4116247.",https://doi.org/10.5281/zenodo.4116247,Theatre,theatre_a
AS-077,AS-077,"Courtyard, openAIR","Courtyard, openAIR - AS-077",Courtyard,Courtyard-AS-077,openAIR Library,,,1340,0,Yes,0,9,1.0.0,datasets,,,,Alcuin college university york - v2,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,,
AS-078,AS-078,"Tunnel, openAIR","Tunnel, openAIR - AS-078",Tunnel,Tunnel-AS-078,openAIR Library,,,1404,0,Yes,100,9,1.0.5,datasets,,,,Innocent Railway Tunnel,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,Tunnel,tunnel_a
AS-079,AS-079,Yoga Studio,Yoga Studio - AS-079,Studio,Studio-AS-079,Generalised Spaces,,,1325,0,Yes,100,9,1.0.0,datasets,,,,Yoga Studio,,,,,Yoga-Studio,yoga_studio_a
AS-080,AS-080,"Broadcast Studio, WDR (LBS)","Broadcast Studio, WDR (LBS) - AS-080",Bc-Studio-L,Bc-Studio-L-AS-080,Research Datasets,,,1563,0,Yes,0,9,1.0.0,datasets,,,,WDR Broadcast Studios - Large Broadcast Studio (Großer Sendesaal / Klaus-von-Bismarck-Saal) ,,A Spatial Audio Impulse Response Compilation Captured at the WDR Broadcast Studios,"Stade, Bernschützand Rühl, ‘A Spatial Audio Impulse Response Compilation Captured at the WDR Broadcast Studios’. Zenodo, May 11, 2020. doi: 10.5281/zenodo.3930833.",doi: 10.5281/zenodo.3930833.,,
AS-081,AS-081,"Broadcast Studio, WDR (SBS)","Broadcast Studio, WDR (SBS) - AS-081",Bc-Studio-S,Bc-Studio-S-AS-081,Research Datasets,,,866,0,Yes,100,9,1.0.0,datasets,,,,WDR Broadcast Studios - Small Broadcast Studio (Kleiner Sendesaal) ,,A Spatial Audio Impulse Response Compilation Captured at the WDR Broadcast Studios,"Stade, Bernschützand Rühl, ‘A Spatial Audio Impulse Response Compilation Captured at the WDR Broadcast Studios’. Zenodo, May 11, 2020. doi: 10.5281/zenodo.3930833.",doi: 10.5281/zenodo.3930833.,,
AS-082,AS-082,"Audio Lab, University of Rostock","Audio Lab, University of Rostock - AS-082",Audio-Lab,Audio-Lab-AS-082,Research Datasets,Low Reverberation,,370,0,Yes,0,9,1.0.0,datasets,,,,"Audio Lab of the Institute of Communications Engineering, University of Rostock ",Multiple absorber configurations used,Database of single-channel and binaural room impulse responses (RIRs and BRIRs) of a 64-channel loudspeaker array for dierent room congurations ,"V. Erbes, M. Geier, S. Weinzierl, and S. Spors, ""Single-channel and binaural room impulse responses of a 64-channel loudspeaker array for different room conﬁgurations"". depositonce, 21-Apr-2015",http://dx.doi.org/10.14279/depositonce-87,,
AS-083,AS-083,Small Conference Room,Small Conference Room - AS-083,Conference-Rm,Conference-Rm-AS-083,Research Datasets,Low Reverberation,,489,0,Yes,100,9,1.0.0,datasets,,,,Small conference room,,"Eigenmike-DRIRs, KEMAR 45BA-BRIRs, RIRs and 360° pictures captured at five positions of a small conference room","A. Neidhardt, C. Schneiderwind, F. Kleinand S. Fichna, ‘Dataset: Eigenmike-DRIRs, KEMAR 45BA-BRIRs, RIRs and 360° pictures captured at five positions of a small conference room’. Zenodo, Apr. 07, 2019. doi: 10.5281/zenodo.2593714.",https://doi.org/10.5281/zenodo.2593714,,
AS-084,AS-084,"Living Room, SOUNDCAM","Living Room, SOUNDCAM - AS-084",Living-Rm,Living-Rm-AS-084,Research Datasets,,,1126,0,Yes,0,9,1.0.0,datasets,,,,real Living Room ,,SOUNDCAM Dataset ,"Wang, M., Clarke, S., Wang, J., Gao, R., and Wu, J. (2023). SoundCam: A Dataset for Tasks in Tracking and Identifying Humans from Real Room Acoustics. Stanford Digital Repository. Available at https://purl.stanford.edu/xq364hd5023. ",https://doi.org/10.25740/xq364hd5023,,
AS-085,AS-085,"Small Music Chamber, Detmold","Small Music Chamber, Detmold - AS-085",Chamber,Chamber-AS-085,Research Datasets,,,1067,0,Yes,0,9,1.0.0,datasets,,,,"Brahmssaal (small music chamber room, ~100 seats).",,Open Database of Spatial Room Impulse Responses at Detmold University of Music,"Sebastia Vicenc Amengual Gari, Banu Sahin, Dusty Eddyand Malte Kob, ‘Open Database of Spatial Room Impulse Responses at Detmold University of Music’. Zenodo, Oct. 21, 2020. doi: 10.5281/zenodo.4116247.",https://doi.org/10.5281/zenodo.4116247,,
AS-086,AS-086,General Hall,General Hall - AS-086,Hall,Hall-AS-086,Generalised Spaces,,,1274,0,Yes,0,9,1.0.0,datasets,,,,Generalised/Virtual Room,Derived from multiple datasets,Derived from multiple datasets,,,,
AS-087,AS-087,"Theatre, Detmold","Theatre, Detmold - AS-087",Theatre,Theatre-AS-087,Research Datasets,,,916,0,Yes,0,9,1.0.0,datasets,,,,"Detmold Sommertheater (theater, ~300 seats).",,Open Database of Spatial Room Impulse Responses at Detmold University of Music,"Sebastia Vicenc Amengual Gari, Banu Sahin, Dusty Eddyand Malte Kob, ‘Open Database of Spatial Room Impulse Responses at Detmold University of Music’. Zenodo, Oct. 21, 2020. doi: 10.5281/zenodo.4116247.",https://doi.org/10.5281/zenodo.4116247,,
AS-088,AS-088,"Council Chamber, openAIR","Council Chamber, openAIR - AS-088",Chamber,Chamber-AS-088,openAIR Library,,,825,0,Yes,0,9,1.0.0,datasets,,,,York Guildhall Council Chamber - v2,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,,
AS-089,AS-089,"Concert Hall, openAIR","Concert Hall, openAIR - AS-089",Concert,Concert-AS-089,openAIR Library,,,1534,0,Yes,0,9,1.0.0,datasets,,,,Jack Lyons Concert Hall (University of York) - v2,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,,
